image_id,caption
KYD1708,"This is a damaged, wooden icon depicting the Virgin Mary holding the infant Jesus. Mary wears a red robe with a green veil and a red head covering, and the child is dressed in white. Both figures have golden halos. The background is a gold field with two green circular designs on either side. The icon shows significant vertical cracks and dark stains, indicating age and damage. The bottom right corner has a watermark in Cyrillic: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1709,"This is a painted wooden icon depicting a saint on horseback. The saint, wearing a crown and a red cloak, rides a white horse that is in the act of killing a dragon. The scene is set against a background with clouds and a landscape. The icon is framed by a decorative border with red and black floral motifs. The painting is visibly damaged, with cracks and paint loss. There is text in Cyrillic script at the top and bottom of the image. The bottom text reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1710,"This is a damaged, wooden icon of the Virgin Mary holding the infant Jesus. The Virgin wears a red robe with gold trim and a golden halo, and the child is dressed in white. The icon is set against a dark background with a red border. The image shows visible cracks and paint damage, particularly on the left side. There is gold lettering on the halo and the background, and a watermark at the bottom right reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1711,"This is a wooden icon depicting the Virgin Mary holding the infant Jesus. Mary wears a red robe with a blue undergarment and a red veil, and she has a golden halo. The child is dressed in a yellow garment and has a golden halo. Both figures have halos. The background is red with gold patterns and black flowers. There is a vertical crack down the center of the icon. The bottom right corner has text in Cyrillic: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The icon shows signs of age and wear."
KYD1712,"This is a painted wooden icon depicting the Virgin Mary holding the infant Jesus. She wears a red robe with gold trim and a jeweled crown, and the child wears a simple white garment. Both are surrounded by a golden halo. The background is a rich red with floral patterns in green and gold. The icon shows signs of age and damage, including cracks and paint wear. Text in Cyrillic is visible in the upper right corner and at the bottom right. The image is from the ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" collection."
KYD1713,"This is a damaged, wooden icon of a crowned female figure, likely a saint, with a golden halo. She wears a dark robe with gold trim and a red cloak, holding a chalice. The background is ornate with gold and green floral patterns. The icon shows visible vertical cracks and paint damage. Text at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1714,"This is a wooden icon of the Virgin Mary, painted on a wooden panel with visible vertical grain and cracks. The central figure is a woman with dark hair, wearing a dark veil and a dark robe with red and gold details. She is depicted with a sorrowful expression, holding a small object. The icon is framed by a circular halo with green leaves and pink roses. The background is a dark green and gold. There is red text at the top of the halo, and a watermark at the bottom right reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The icon shows signs of age and damage, including peeling paint and cracks."
KYD1715,"This is a damaged, wooden icon of the Virgin Mary holding the infant Jesus. The central figures are the Virgin Mary in a red robe and blue garment, and the Christ Child in a white tunic. Both have golden halos. The icon is set within a decorative octagonal frame with floral motifs and a central vertical crack. The background is dark. The image is visibly damaged with cracks and paint loss. Text in Cyrillic is visible at the bottom right, reading ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1716,"This is a damaged, painted religious icon depicting a central figure, likely Jesus Christ, seated and holding a chalice. He is flanked by two angels. The central figure is bare-chested, wearing a red cloth, and has a halo. The angel on the left holds a staff, and the angel on the right holds a chalice. The background is dark red with green leaves. There is text in Cyrillic script at the top and a watermark at the bottom. The icon shows significant cracking and damage."
KYD1717,"This is a wooden icon of a bearded man in religious attire, likely a bishop, with a golden halo. He wears a red and gold mitre and a red robe with gold trim. He holds a book in his left hand and makes a gesture with his right hand. The background is a wooden panel with a golden halo and two black floral motifs. The icon shows signs of age and damage, including cracks and paint loss. Text in Cyrillic is visible at the bottom right."
KYD1718,"This is a painted wooden icon of Saint Nicholas, a 17th-century Eastern Orthodox icon. He is depicted with a white beard, wearing a red mitre and red vestments with gold trim. He holds a book in his left hand and raises his right hand in a gesture of blessing. A golden halo surrounds his head. The background is red with floral patterns. The icon shows signs of age and damage, including cracks and paint wear. Text is visible at the top and bottom of the image."
KYD1719,"This is a wooden icon of a saint, likely Saint John the Baptist, with a golden halo. The figure is wearing a red robe over a dark garment and holds a staff. The background is ornate with gold and red floral patterns. The icon shows visible wood grain and cracks. Text in Cyrillic is visible on the halo and in the bottom right corner. The image has a watermark ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1720,"This is a weathered, painted wooden icon depicting a religious scene. A central figure, likely the Virgin Mary, is shown with a golden halo and a red garment. To her left, a figure in red drapery holds a golden crown, while to her right, a bearded man in a green robe holds a golden crown. Above them, a yellow triangular shape with a white dove is visible. The background is dark. The image shows significant paint cracking and peeling. At the bottom right, there is a watermark that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1721,"This is a wooden icon of the Virgin Mary, likely from the 18th or 19th century, with a central depiction of the Virgin holding the Christ Child. The icon is painted on wood with visible vertical cracks and damage. The Virgin is wearing a red veil and green robe, with a golden halo. The Christ Child is depicted in a smaller oval within the Virgin's garment. The background is red with gold and green floral patterns. There is text in Cyrillic script at the top and bottom of the image. The bottom right corner has a logo and text ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1722,"This is a damaged, wooden icon of the Virgin Mary holding the infant Jesus. She wears a red robe and a golden halo, with a green and white floral ornament on her left side. The infant Jesus is depicted in a green robe with a golden halo. The icon is painted on a wooden surface with visible vertical grain and cracks. There is a dark, vertical streak running down the center of the image. The background is a golden-yellow with a floral pattern. The bottom right corner has a watermark that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1723,"This is a damaged, two-part wooden icon of Christ Pantocrator. He is depicted with a golden halo, wearing a red and gold robe, and holding an open book with Greek text. The icon is surrounded by green leaves and red apples. The background is dark and weathered. There is a watermark at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1724,"This is a wooden icon of a saint, likely a bishop, depicted in a traditional Orthodox style. The saint wears a dark, ornate mitre and a dark robe with gold embroidery, including a cross and floral patterns. He holds a book in his left hand and a small, decorated shield in his right. The background is a dark red with gold floral patterns. The icon is split down the middle, with a vertical crack running through the center. At the top, there is text in Cyrillic script. The bottom right corner has a watermark that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The icon shows signs of age and damage, including visible cracks and wear."
KYD1725,"This is a wooden icon depicting the Virgin Mary holding the infant Jesus. Mary wears a red veil and a red robe with gold trim, and the child is dressed in white. Both figures have golden halos. The background is dark with painted flowers and pomegranates. The icon shows visible wood grain and damage, particularly on the Virgin's face and hands. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1726,"This is a damaged, painted icon of the Virgin Mary holding the infant Jesus. The Virgin wears a red robe and a red veil, with a golden halo. The child is dressed in a light-colored garment and has a golden halo. Both figures have halos. The background is dark with green leaves and pink flowers. The icon shows visible damage, including cracks and paint loss. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1727,"A wooden icon of a bearded man in a black hat and dark robes, holding a scroll. He stands before a golden halo and ornate golden background with a floral motif. To his left is a small table with a book. The background is a red curtain. The image has visible damage and the text ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" is visible in the bottom right corner."
KYD1728,"This is a damaged, oval-shaped religious icon depicting the Virgin Mary holding the infant Jesus, with the angel Gabriel to her right. The Virgin wears a green robe and a light-colored head covering, and the infant Jesus is wrapped in a white cloth. Both are surrounded by golden halos. The background is a dark red with a gold border. The icon is painted on wood, showing visible cracks and wear. There is Cyrillic text on the left side and a watermark at the bottom right that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1729,"This is a damaged, aged religious icon depicting a female figure, likely a saint, with a golden halo. She wears a dark blue or green robe with a red cloak and holds a chalice in her hands. The background is ornate with green floral patterns and gold. The icon is on a wooden surface with visible cracks and paint drips. Text in Cyrillic is visible on the halo and in the bottom right corner. The image shows signs of significant deterioration."
KYD1730,"This is a painted wooden icon depicting the Virgin Mary holding the infant Jesus. The central oval frame shows Mary with a red veil and a green garment, holding the child who is holding a book. The icon is surrounded by a blue and orange star-shaped border with four angels at the corners. The background is dark, and the painting shows signs of age and damage. There is text in Cyrillic at the bottom right, ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1731,"A damaged, aged painting of an angel with large wings, wearing a crown and a red cloak, holding a sword. The figure is depicted in a dark, cloudy background. The painting is visibly cracked and damaged, with a vertical crack running down the center. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1732,"This is a damaged, painted icon of the Virgin Mary holding the infant Jesus. The Virgin wears a red and blue robe with gold trim, and the child is in a yellow garment. Both are under a golden halo. The background features a black and gold pattern with a zigzag design. The icon is in poor condition with visible cracks and paint damage. There is text in Cyrillic at the bottom right, ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1733,"A religious icon depicting a bearded man with a halo, wearing a red robe and a golden crown. He holds a staff and a cross. The background features a starburst pattern with gold and dark red colors. The image has visible signs of age and damage. Text at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1734,"This is a painted wooden icon depicting a religious scene. On the left, the Virgin Mary holds the infant Jesus. In the center, Jesus is crucified. On the right, a bearded man in a red robe and crown stands, holding a chalice. Below him are two figures in red robes. The background is dark with gold circular patterns. The image is divided by a horizontal line. The bottom right corner has a logo and text in Cyrillic: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The icon shows signs of age and damage."
KYD1735,"This is a damaged, three-panel religious icon on wood. The central figure is a woman in a pink and black robe, being crowned by a man in a green robe. To her left is a man with a beard, and to her right is another man with a white beard. A cross is visible in the upper left. The background is red and gold. The icon shows significant paint cracking and peeling. There is text at the bottom right: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЛЬ""."
KYD1736,"This is a damaged, painted wooden icon depicting three figures. The central figure is a crowned woman in a red and gold robe with a halo, standing on a cloud. To her left is a woman in a yellow and red robe holding a chalice, and to her right is a man in a red and gold robe holding a book. The background is green with black leaves and red flowers. The icon is in poor condition with visible cracks and paint damage. There is text at the bottom right that reads ""ЕТНОГРАФИЧНА КОЛЕКЦИЯ КРОВЕЦЬ""."
KYD1737,"This is a wooden icon depicting three figures. The central figure is a woman in a red and gold robe with a green crown, holding a green cross. To her left is a man with a beard, wearing a green and red robe with a golden cross, holding a staff. To her right is another man with a white beard, wearing a yellow and blue robe with a red and gold crown, holding a book. The background is a dark red with clouds. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The icon shows signs of age and damage."
KYD1738,"This is a wooden icon of Jesus Christ, likely from the 18th or 19th century, showing signs of age and damage. He is depicted with a golden halo, wearing a crown and a red robe with a blue cloak. He holds an open book with Cyrillic text. The icon is painted on a dark wooden panel with visible vertical cracks and some paint damage. There is a watermark at the bottom right that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1739,"This is a damaged, wooden icon depicting a central figure of Jesus Christ with a crown of thorns, flanked by two angels. The central figure is standing, holding a chalice, with a halo above his head. The background is a dark red. The icon is divided into three vertical panels, with visible cracks and peeling paint. There is text at the top and a watermark at the bottom that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1740,"This is a damaged, dark-colored painting depicting a central figure with a large, curved body and wings, holding a cross. The figure has a long, curved neck and a small head. The figure is holding a cross with a scroll and a small object. The background is dark. There is text in the lower left corner and a watermark in the lower right corner. The painting is in poor condition with visible cracks and damage."
KYD1741,"This is a wooden icon of a woman with long red hair, wearing a green tunic and a red cloak, holding a cross. She has a golden halo and is surrounded by a red background with green floral patterns. The icon shows visible cracks and damage, particularly on the face and hands. There is text at the top and bottom, and a watermark at the bottom right. The icon is in a religious style, likely Orthodox, with a red background and gold accents."
KYD1742,"A painted icon of Saint George, a man in a red and gold robe and helmet, riding a white horse. The horse is adorned with a golden bridle and a red saddle. The figure holds a lance and stands on a dark ground. The background is dark blue. Text at the top reads ""С. ВЕ. МУ"" and ""ГЕОРГІЙ"". A watermark at the bottom right reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows visible signs of age and wear."
KYD1743,"This is a damaged, wooden icon depicting three figures. The central figure is a crowned woman with a halo, wearing a dark robe with a floral pattern. To her left is a figure in a brown robe holding a chalice, and to her right is a figure in a dark robe holding a book. The background is dark with some green and white markings. The icon shows significant wear and tear, with peeling paint and visible wood grain. There is some text in the upper left corner, but it is unclear."
KYD1744,"This is a damaged, painted icon of a woman, likely a saint, with a golden halo. She wears a red and gold robe and holds a chalice in her right hand. Her left hand holds a staff. The background is dark blue. The icon is set in a wooden frame with visible cracks and peeling paint. The name ""Barbara"" is written in the upper right corner. The image shows signs of age and damage, including cracks and missing paint."
KYD1745,"A painted wooden panel depicting a figure in armor and a helmet with a green plume. The figure holds a staff and a shield. The background is dark and textured, with visible wood grain and cracks. The painting shows signs of age and wear. There is no visible text."
KYD1746,"This is a weathered, painted religious icon depicting two figures. On the left is a man with a beard, wearing a red robe and a green cloak, holding a small object. He has a golden halo. On the right is a woman in a green dress, with a halo, holding a cross and a book. The background is dark and cracked. There is visible text in the upper right corner, but it is illegible. The painting shows significant damage, including cracks and peeling paint."
KYD1747,"This is a painted wooden icon depicting the Holy Family: the Virgin Mary, the infant Jesus, and Saint Joseph. The figures are shown in a traditional Orthodox style with stylized features. The icon is housed in a wooden frame with painted floral and fruit motifs. The background is a dark brown, and the painting shows signs of age and wear, including cracks and chipped paint. There is visible text in Cyrillic script at the bottom left, identifying the collection as ""КРОВЕЦ"" (KROVETS) and the website ""krovets.com.ua""."
KYD1748,"A painted wooden icon of a man with a beard and blue eyes, wearing a black hood and a white robe. He holds a dark object in his left hand and a staff in his right. The icon is on a weathered wooden surface with visible cracks, peeling paint, and rust spots. There is a watermark at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ kroves.com.ua""."
KYD1749,"This is a religious painting depicting three figures. On the left is a bearded man in a red and gold robe with a mitre, holding a book. In the center is the Virgin Mary holding the infant Jesus, both wearing red robes with gold trim and halos. On the right is a woman in a red and blue robe with a crown and a cross, her hands clasped in prayer. The background is dark with floral patterns. The painting shows visible cracks and damage."
KYD1750,"This is a damaged, horizontal panel of a religious fresco. It depicts a central scene of a sleeping infant, likely Jesus, in a manger, surrounded by several figures. On the left, a man in a red and black robe holds a book and a crown. To the right, several women in red and black robes stand, some holding chalices. The background is dark with various religious symbols. The painting is heavily cracked and worn."
KYD1751,"A painting of the Virgin Mary holding the infant Jesus. Mary is wearing a red and green head covering and a brown robe, while the child is in a white tunic and green cloak. The background is a textured, brownish surface. The painting shows signs of age and wear, including cracks and discoloration. There is no visible text."
KYD1752,"This is a wooden icon depicting a figure in a blue robe with gold trim, standing with hands clasped in prayer. To the right, a crucifix shows Jesus on the cross with the Greek words ""Ιησούς"" (Jesus) and ""Χριστός"" (Christ) inscribed. The figure has long dark hair and a halo. The background is gold with green and red decorative elements. The icon is damaged, with visible cracks and paint loss. Text in Cyrillic is visible at the top: ""ОБЕРЯЗЕВ"" and ""ЭКТЫРСКИЙ""."
KYD1753,"A religious painting depicting a central figure of the Virgin Mary seated on a tree, with two cherubs above her holding a crown. To her left, a figure with a sword and scales stands near a fire. To her right, a bishop in golden robes holds a staff and gestures. Below, a man kneels with two children, and another child is on the ground. The background shows a landscape with trees and a distant horizon. The painting has visible damage and faded colors."
KYD1754,"This is a painted artwork depicting a woman holding a child, likely a Madonna and Child. The woman has dark hair and blue eyes, and is wearing a red garment with a dark, patterned border. The child is dressed in white with a red collar. They are surrounded by large red flowers with white centers and dark leaves against a light blue background. The painting has visible cracks and damage, particularly on the red flowers and the woman's face. There is no visible text."
KYD1755,"A portrait of a young man in a dark suit and a white embroidered shirt, sitting on a chair at a table with a blue tablecloth. He holds a cigarette in his right hand and wears a watch on his left wrist. On the table are a dark bottle, a small cup, and a book. The background is a pastoral scene with a river, trees, a house, and several horses. The painting shows visible damage, including cracks and peeling paint. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" and a signature in the lower left corner."
KYD1756,"A portrait of a young woman in traditional folk attire, standing in a garden. She wears a blue dress with floral embroidery on the sleeves, a dark vest, and a multi-strand necklace. She holds a small bouquet of flowers. To her left is a table with a vase of flowers. The background features a river, trees, and a house. The painting is in a naturalistic style with visible signs of age and damage. Text at the bottom right reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1757,"A painting depicting a rural scene with several figures. On the left, a man rides a white horse. In the center, a man in a dark uniform stands with two women near a wooden well. A man in a brown vest and light-colored pants is at the well, and a woman holds a bucket. Two cows are behind the well. In the foreground, a dog and several white geese are on the ground. The background shows a landscape with trees, a house, and a cloudy sky. The painting has visible damage and a watermark in the bottom right corner."
KYD1758,"A portrait of a woman in traditional attire, including a black vest and a white blouse with red and black floral embroidery. She wears a necklace with a gold cross and circular beads. The background is a rural landscape with trees, a small house, and a well. The painting shows signs of age and damage, with visible cracks and wear. Text at the bottom right reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1759,"A painted portrait of a man with a mustache, wearing a dark jacket and a white shirt with a red and black floral pattern. He is standing in front of a green leafy background with a small house and trees in the distance. The painting shows visible cracks and damage, particularly on the jacket. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1760,"A portrait of a man in a dark coat and a white shirt with a floral pattern, seated in a rural landscape. The background shows a field, a small house, a windmill, and trees. The painting is old, with visible cracks and damage. There is text at the bottom right: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1761,"A portrait of a woman with dark hair pulled back, wearing a black jacket over a blue garment and a red necklace. She has a small gold earring. The background is dark and textured. The painting shows visible cracks and damage. Text at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1762,"A portrait of a man in a dark suit, wearing a red bow tie and a white shirt with a floral pattern. He has short dark hair and a mustache. The background is dark and textured. The painting is on canvas with visible signs of age and wear. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1763,"A portrait of a woman in traditional attire, including a red headscarf, a blue dress with white sleeves and red embroidery, and a silver cross necklace. She is looking directly at the viewer. The background is a rural landscape with green fields, a tree, a small house, and a cloudy sky. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be oil on canvas."
KYD1764,"A portrait of a woman in traditional folk attire, including a dark dress with white embroidered sleeves, a red beaded necklace, and a floral wreath of red and blue flowers on her head. She is seated, leaning on a wooden fence, with a landscape of green fields, a body of water, and distant hills under a blue sky with clouds in the background. The painting has visible brushstrokes and appears to be oil on canvas. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1765,"A portrait of a young woman in traditional folk attire, including a floral wreath, a dark vest over a white blouse with embroidery, and multiple necklaces. She is seated outdoors in a rural landscape with a house, trees, and a river in the background. The painting has visible brushstrokes and appears to be oil on canvas. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1766,"A portrait of a woman in traditional folk attire, including a red headband, a red vest over a white blouse with floral embroidery, and multiple necklaces. She is seated in a garden with a hollyhock plant and a small house in the background. The painting is in an outdoor setting with trees and a blue sky. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1767,"A portrait of a woman in traditional folk attire, including a floral wreath, a red scarf, and a patterned vest over a white blouse. She stands in a rural landscape with green fields, trees, and a small house in the background. The painting has visible brushstrokes and appears to be oil on canvas. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1768,"A painting depicts a man and a woman in traditional folk attire in a rural setting. The man wears a straw hat, a white shirt, and blue trousers with a red and gold sash. The woman wears a blue dress with red and white embroidery, a floral headband, and a brown skirt. They are holding white buckets and appear to be interacting. In the background, there is a church with two red domes and golden crosses, a small blue and white house, and a wooden fence. Trees are visible, and the sky is blue. The painting is signed ""КРОВЕЦЬ"" and has a watermark ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ"". The painting shows visible signs of age and wear."
KYD1769,"A painting of a woman in traditional folk attire standing in a rural landscape. She wears a white blouse with embroidery, a dark vest, and a colorful striped shawl. Her hair is adorned with flowers. She stands near a wooden bucket and a fence, with a river and houses in the background. The painting has visible brushstrokes and some damage. Text at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1770,"A portrait of a woman with dark hair, wearing a dark dress and a pink scarf. She has a cross necklace and a small earring. Her arms are crossed. The background is dark and textured. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on canvas with visible brushstrokes."
KYD1771,"A painting of a woman in traditional folk attire, sitting on a wooden bench in a rural landscape. She wears a floral headdress, a dark vest over a white embroidered blouse, and a patterned skirt. She has multiple necklaces, including a cross. The background shows a green field, a river, and windmills. The sky is cloudy. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be damaged, with visible cracks and paint loss on the woman's face and hands."
KYD1772,"A painting depicting three figures in a rural setting. A man in traditional attire stands on the left, looking at a woman in a blue and white embroidered dress with a red headband on the right. A man in a dark red uniform with a black hat sits on a white horse with a striped mane. In the background, there is a white house with a red window frame, a church with red domes, and trees with pink flowers. There is text in Cyrillic script on the horse's saddle and a watermark in the bottom right corner. The painting appears to be on canvas."
KYD1773,"A painting of a woman in traditional folk attire, sitting on a wooden bench in a rural landscape. She wears a floral crown, a white blouse with red embroidery, a brown vest, and a blue skirt. She has dark hair and is looking forward. The background shows a green field, a small house, a river, and a blue sky with clouds. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be on a wooden surface with visible texture and some damage."
KYD1774,"A painted portrait of a woman in traditional folk attire, including a white blouse with red embroidery, a red headband, and a red necklace. She is seated in a rural landscape with a small house, a river, and greenery in the background. A wooden fence and red roses are visible to her left. The painting has visible texture and some wear. Text at the bottom reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1775,"A painting of a woman in traditional folk attire, including a red headscarf, an orange and white embroidered vest, and a red skirt. She is sitting on a wooden bench by a river, holding a stalk of wheat. The background features a lush green landscape with trees, a small house, and a cloudy sky. There is text at the bottom right that reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows visible brushstrokes and some signs of age and wear."
KYD1776,"A painting of a woman in traditional folk attire, standing outdoors near a tree and a body of water. She wears a red headpiece, a red and black embroidered vest over a white blouse, and red boots. She holds a small object in her hands. Two buckets are on the ground beside her. The background shows a landscape with trees and water. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows signs of age and wear."
KYD1777,"A painting of a young woman in traditional folk attire, including a blue vest, white blouse with red embroidery, and a red sash. She wears a crown of daisies and has a long braid. She is seated in a rural landscape with a house, trees, and a river in the background. The painting is on a wooden surface with visible vertical lines. There is text at the bottom right: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1778,"A painting of a woman in traditional folk attire, standing in a garden. She wears a white blouse with floral embroidery, a black vest, and a red skirt. She is seated on a wooden bench, with a red cloth draped over her lap. To her left is a flowering plant, and to her right is a wooden bucket. In the background, there is a house, trees, a body of water, and a blue sky with clouds. The painting is in a rural setting. There is text at the bottom: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1779,"A portrait of a woman in traditional folk attire, standing in a rural landscape with a river and a house in the background. She wears a dark vest over a white embroidered blouse and a blue skirt, with a multi-strand beaded necklace. To her right is a wooden water bucket and a wooden water wheel. The scene is set in a lush green environment with sunflowers and a dirt path. The painting is in the ""КРОВЕЦЬ"" collection, as indicated by the watermark at the bottom."
KYD1780,"A portrait of a woman in traditional attire, including a red headscarf, a green vest, and a patterned blouse. She wears multiple red beaded necklaces with a cross pendant. Her dark hair is braided and pulled back. She is holding a red ribbon or cloth in her hand. The background is an outdoor scene with trees and a building. There is text in the bottom right corner: ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting appears to be oil on canvas."
KYD1781,"A portrait of a young woman with dark hair in a braid, wearing a floral crown of white and orange flowers, a white embroidered blouse with red and black patterns, and a red beaded necklace with a cross. She is standing in a field with green and yellow grass under a blue sky with white clouds. The painting is on canvas with visible brushstrokes. There is text in the bottom right corner: ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
KYD1782,"A portrait of a woman in traditional folk attire, including a floral wreath on her head, a red and white embroidered blouse, a brown vest, and a red necklace with white circular pendants. She has a long braid and is holding a red ribbon. The background is a faded, textured green and yellow. The image has visible signs of aging and damage, including cracks and discoloration. Text at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" with a logo."
KYD1783,"A portrait of a young man in a dark coat and cap, sitting on a wooden log. He is looking directly at the viewer with a serious expression. The background is a rural landscape with a house, trees, and a path. The painting has visible brushstrokes and some wear. There is text at the bottom right: ""ЕТНОГРАФИЧНА КОЛЕГІЯ КРОВЕЦЬ""."
KYD1784,"A portrait of a young woman in traditional folk attire, standing in a rural landscape. She wears a dark blue and white blouse with red floral embroidery, a red apron, and a red ribbon at the neck. She holds a small bouquet of red flowers. In the background, there is a small house with a red roof, a path, a pond with swans, and trees. The painting is dated 1942 and has a watermark ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"" at the bottom right. The painting shows signs of age and wear."
KYD1785,"A painted portrait of a man and a woman, likely a couple, seated at a table. The woman wears a dark head covering and a white blouse with red floral embroidery, holding a bouquet of roses. The man is dressed in a dark suit and tie. On the table are a sliced watermelon, a bunch of grapes, a potted plant with white flowers, and a bowl of apples. A birch tree is visible in the background. The painting is dated 1939 and is from the Maia-Prmolenko collection. The painting is in good condition with no visible damage."
KYD1786,"A painting of a woman in a red dress and straw hat, lying on a grassy bank. She is playing a flute. A white swan is in the water nearby. The background shows trees and flowers. There is a watermark in the bottom right corner that reads ""ЕТНОГРАФИЧНА КОЛЕКЦІЯ КРОВЕЦЬ"". The painting shows signs of age and damage."
KYD1787,"A painted wooden panel depicting a scene with three figures. A man in traditional folk attire stands on the left, gesturing towards a man on a horse in the center. The horse is dark, and the rider wears a red uniform with a black hat and a sword. To the right, a woman in a patterned dress and a black head covering stands with her hand on her face. In the background are buildings with red domes, suggesting a church, and a tree. The painting has visible wood grain and some damage. Text at the bottom reads ""ЕТНОГРАФІЧНА КОЛЕКЦІЯ КРОВЕЦЬ""."
